jobname = asp_decarb_n7_idpp_08
 3.4889492967  0.2340166643  0.4140154235
 2.5250854327 -1.2345773678  2.5224532757
 3.0605377921  0.0234422872  5.0376730976
 5.8010743967 -0.2834426029  5.8477862018
 7.2499029768 -1.6669222190  4.6091356745
 6.5010244529  0.8949439656  7.7909785762
-0.5041325561 -1.7140128659  2.0006337505
-1.0999880542 -1.5715972547 -0.2132987806
-11.6510307585 -4.4891118448  7.8227460363
-1.6748278197 -2.3521387430  3.9000580931
-10.2283044301 -12.5937957128  5.1118570755
-9.0415898609 -11.1061294249  7.8600912026
-10.4961921374 -7.8740784340  4.6518528280
-8.4166083769 -9.2073000907  2.3548431609
-6.8961202526 -6.5461263980  7.3682554293
-4.6569812539 -8.0275874792  5.2354004027
-6.5594762258 -5.0761720323  1.8615373754
-7.9820796250 -3.4624938468  4.2033929735
-4.7028711605 -3.7180875708  4.0594013533
-4.9621857364  9.6191101362  2.4394110505
-4.6933216376  10.6583862667 -0.7554248827
-6.7903501401  7.8786306847 -4.2301558219
-5.4789761706  5.1207270710  3.2901400910
-7.1852698167  3.4592173186 -5.7662769756
-5.7396511583  0.7340853007  1.7441911162
-8.0647329660 -1.5440592136 -2.0243676956
-14.6521778121 -0.4476511444  0.0255752050
-12.1286102286  1.2665797511 -1.4414836778
 4.3609199609  2.6171456425 -8.7877234068
 18.1591577320 -0.1324493316  11.3355052627
 15.6247975930  2.1020954031  11.2659589688
 16.1849831627 -2.6632010669  8.3188947163
 8.9369606557  0.6250681581  8.7506669062
 11.3638870967  1.0140389000  11.2826106428
 13.2862286297 -2.7495335129  4.8339490627
 9.9976769604 -2.0518136677  5.4205128387
 3.5384634206 -12.3550274345 -6.0726218202
 4.5250330788 -12.4038401025 -2.9143029213
 1.1210386354 -7.7863588573 -7.3272445710
 1.6143082058 -11.0925996632  0.0787198261
-2.5591224868 -5.2659981362 -5.9624450528
-2.1168132205 -8.6196753563  1.4250924508
-4.5934407911 -3.6661270086 -1.9768438464
 8.0088516781 -10.8584225177 -5.4869745944
 5.5124144649 -5.6886768671 -11.7561847986
 8.6198100594  7.8006590491 -4.6415271509
 0.6405909740  5.1797945916 -2.7088707269
-1.7575213471  7.0542109417 -1.2670211488
 2.1269131602  6.3676219341 -6.6815669594
 0.6821763898  8.6050263840 -8.5207311021
 1.5846580631  10.6333569396 -0.6430814478
-0.6405862070  6.2815264681  6.3052800886
 0.5845416575  9.1881072536  7.5836105150
 5.8756112604 -4.2106797166 -3.4644098824
 5.7876993920 -4.3075174187 -0.1018090239
 2.9254280942 -4.6169183042 -1.8814736223
 3.3502535790  2.1994670290  0.5384009222
 3.3262571062 -3.2036613240  2.5761448973
 1.8237045308 -0.8778463269  6.5098388916
 2.5638997209  2.0722025661  5.0657678680
-11.4683190645 -3.1840462900  6.5796189171
-13.3113366560 -5.1354266486  7.6894770551
 15.2891799685 -0.8117359493  13.0109814988
-6.9311323975 -12.4258725971  5.6222534771
 7.0748934321  9.5454866323 -7.0768107451
 5.1874103457 -8.5927302560 -13.4957364422
 9.2272214939  11.0991606946 -5.0259442822
 7.4798702117  3.2284550154 -7.5828341033
 5.8093355668 -1.9076480014 -6.3757912269
 2.6990965700  6.6467806869  6.7761286873
 6.9753792907 -8.3828066554 -3.4426690756
 4.9535837627 -10.8661925125 -9.4953542981
 0.4305548166  10.4234265156  3.3355112957
 5.2219013875  6.5791358948 -2.2341368727
-12.4956092522  2.5068085671  3.8784237897
 2.5289780605 -7.3124935292 -11.8063525778
-7.6883486370  10.4871423523  0.7219949525
-14.3260887265  6.3997292470  2.7814275834
 6.9639342650  0.6392951814 -9.7416662492

gradient_Eh_per_bohr:
-0.0039528730 -0.0100145802  0.0025092319
 0.0003574738 -0.0004813542  0.0001423486
 0.0009439873  0.0008824266  0.0000917508
 0.0005349036  0.0006958891 -0.0013641181
 0.0009887664  0.0170081313  0.0047920384
-0.0013976814 -0.0012669703 -0.0009204593
-0.0002071982 -0.0012020363  0.0010184505
-0.0009131226 -0.0003293077 -0.0008054335
-0.0007722919 -0.0013837670 -0.0018361118
-0.0003415355 -0.0020059519 -0.0006235342
 0.0016990759 -0.0007124178  0.0001678162
 0.0031368983 -0.0007226217 -0.0008479357
-0.0027812797 -0.0028247939 -0.0075884131
-0.0014309073  0.0044370945  0.0011767374
-0.0009654914 -0.0003557029  0.0001424330
-0.0002187514  0.0005906456 -0.0004840528
 0.0044922461 -0.0000577659  0.0051116482
 0.0031152255 -0.0001841762 -0.0094240189
-0.0062019476  0.0036331789  0.0007598954
-0.0004461044  0.0004340453  0.0025732382
 0.0000461284  0.0053067029 -0.0006651088
-0.0045588666  0.0012275039  0.0007386443
-0.0022802766 -0.0006382919  0.0001530585
 0.0009139659  0.0018098009  0.0024646215
 0.0012614888  0.0008494536  0.0004365751
 0.0015260313 -0.0014730722 -0.0009132913
 0.0045040523 -0.0043673538 -0.0112898991
 0.0009722378 -0.0008831012  0.0051781844
 0.0042195237  0.0039086842  0.0006196551
-0.0003658225  0.0008975216 -0.0007326569
-0.0023703408  0.0001275066 -0.0006881308
-0.0008436349 -0.0019434636  0.0003768697
-0.0006678917 -0.0017703346 -0.0007000213
-0.0013302176  0.0002479295 -0.0002689276
-0.0011629073 -0.0003028282  0.0007830861
-0.0018797946 -0.0009855619  0.0007334159
-0.0014039218 -0.0032140600  0.0005640817
 0.0014138727  0.0016709941  0.0024110721
-0.0037435665 -0.0034653627  0.0016725121
 0.0044135665 -0.0034845055 -0.0017366870
 0.0055480547 -0.0077868410 -0.0035526440
-0.0028931853  0.0108642025  0.0000365991
 0.0021209777  0.0034010191 -0.0019336813
-0.0067407304 -0.0161892893  0.0178532841
-0.0042147169  0.0104301573 -0.0053158949
 0.0056300232 -0.0129818070  0.0008084694
 0.0019152974  0.0024410091 -0.0001000994
 0.0089616389 -0.0096569377  0.0013020514
-0.0076279638  0.0091318163 -0.0021821168
-0.0024033981 -0.0010537846 -0.0008415266
 0.0015536071 -0.0001603952 -0.0008774511
-0.0008053492 -0.0001490107 -0.0049539515
 0.0003780503  0.0018808909 -0.0002001988
 0.0041194243 -0.0031714735 -0.0053556985
-0.0007834234  0.0045309535  0.0028570078
-0.0018493516 -0.0054135487  0.0006286783
-0.0031274533  0.0055426576  0.0036578875
 0.0017133277  0.0010270521 -0.0033210745
-0.0010608683  0.0005069905 -0.0023725334
 0.0033977302 -0.0026488820 -0.0012738010
-0.0033632393  0.0055606198  0.0073821425
 0.0008994612 -0.0026068858 -0.0048906199
-0.0058256682  0.0022266429 -0.0047115035
 0.0000247929 -0.0006834927  0.0074996139
-0.0026542791  0.0015109362 -0.0001619131
 0.0015181886  0.0001027136 -0.0053918760
-0.0001006897 -0.0003132850 -0.0001813090
 0.0001566004  0.0000952083  0.0003343675
-0.0011550647  0.0014234020  0.0010710722
 0.0011399696 -0.0002803121 -0.0013752497
-0.0011427525  0.0005741170  0.0029458071
 0.0019032383 -0.0007722076 -0.0012766682
 0.0011237783 -0.0011795203 -0.0012113126
-0.0009956814  0.0016230105  0.0004115292
 0.0020794031 -0.0002557722  0.0011833995
-0.0001619975 -0.0011260552  0.0000291781
 0.0007051654 -0.0000489956 -0.0002175708
 0.0002855406 -0.0020636335  0.0004562240
-0.0003992171 -0.0012526342 -0.0019893390
-0.0000564166 -0.0007338375  0.0005685512
 0.0002800591 -0.0001706834 -0.0003925550
-0.0029015339 -0.0022224264 -0.0007470773
-0.0018797946 -0.0013506254  0.0002997923
 0.0000444418  0.0018221130 -0.0017723585
-0.0013677443  0.0005350723 -0.0005222542
 0.0025335189 -0.0014721446 -0.0016520199
-0.0004545374  0.0022199808  0.0003418728
-0.0002871428 -0.0016458639 -0.0025184238
 0.0016276486 -0.0000411529  0.0011195618
 0.0035238875 -0.0007656299  0.0016644164
 0.0045200749 -0.0001233744 -0.0004870043
-0.0009145562 -0.0007284404  0.0001076048
 0.0021111111 -0.0025358801 -0.0015834598
 0.0010365814 -0.0012464781  0.0006900704
-0.0015507399  0.0002703612  0.0018558449
-0.0014139570  0.0012719457 -0.0002665664
-0.0001361082 -0.0007137671  0.0007642806
 0.0000063247  0.0008626934 -0.0003282957
-0.0013221219  0.0040168793 -0.0009083158
 0.0007725449 -0.0013136046 -0.0015825322
 0.0019394157  0.0025160626  0.0011892182
-0.0013835140  0.0000277445  0.0001008584
 0.0020240828 -0.0001824053 -0.0011369338
-0.0017206643  0.0018718676 -0.0003361384
-0.0007922781  0.0020865712  0.0013281093
 0.0006764090  0.0008625247  0.0005524442
-0.0008067828  0.0050623996  0.0000348282
-0.0013431200 -0.0004879320  0.0002465802
-0.0007696777  0.0024279380  0.0001358552
 0.0012094574 -0.0006205827 -0.0018118248
 0.0008415266  0.0005800201  0.0032497315
-0.0026549537 -0.0011239470  0.0011489929
 0.0043962789 -0.0023087801 -0.0033241947
 0.0000530434 -0.0015624617  0.0003421258
-0.0006086079 -0.0030545081  0.0010884442
 0.0007404996  0.0015062981  0.0004647413
-0.0020587423 -0.0024864629  0.0053652278
 0.0003681837 -0.0019782918  0.0014508935
 0.0001228685  0.0000995091  0.0020664164
 0.0001256513  0.0001135079  0.0000164443
-0.0022214988  0.0003424631  0.0003906998
 0.0002319068 -0.0013115807 -0.0010313529
-0.0001790321  0.0014565436  0.0002165588
 0.0014195228  0.0013491074  0.0006289313
-0.0014534234  0.0007184052  0.0016752949
 0.0022909865 -0.0005941875  0.0002240642
 0.0004048672  0.0029253149  0.0012100477
 0.0013529866 -0.0000880403  0.0027530292
-0.0006429301  0.0027318625 -0.0019828456
 0.0005418187  0.0011716776 -0.0030254143
-0.0003105865  0.0023555831  0.0016931728
-0.0013137733  0.0001154474 -0.0005825500
 0.0006216790  0.0008273592  0.0009313378
 0.0021324466 -0.0014170772  0.0022553150
 0.0004270459 -0.0026094157 -0.0006746381

====================================================================================================
image 2/9
group_index = 1
combo_index = 0
gid         = 7
relax_tag   = 1of7
file_step   = 1
k_in_file   = 0
select_rank = 0
energy      = -1.1973078193309474

geometry_bohr:
-8.7072948491 -11.3891959951  5.8350470366
-8.6855693987 -8.8608353588  4.4082951637
-6.6331497380 -7.0513564059  5.3946265459
-6.5584838122 -4.6534849417  3.8267473573
-5.8478878982  9.5466563999  0.5746203419
-6.1588784968  6.8509367947 -0.3397171795
-6.5502299734  6.3192507775 -2.9034716801
-5.9857645370  4.8097255948  1.3305371479
-6.7732654842  3.8509717997 -3.7911065430
-6.1858456219  2.3182324654  0.4960789486
-6.5934584710  1.8549282301 -2.0684867019
-6.8092466835 -0.5350693675 -2.9979478516
-14.2941717928  4.9253007324  1.3029851017
-15.0646117127  5.2975453423 -0.8242344827
-13.3785326205  2.6488893312  2.1525402209
-12.9593827578  0.5385096096  0.4270938882
-11.1023412350 -1.3613429254  1.5970879187
-10.7467801494 -1.3854402343  3.9308095215
-10.0161913926 -2.8542445654  0.1421260238
 5.7481774198 -0.0172998363 -6.0189643422
 6.1415796910  1.7186340625 -8.1488694407
 16.0645504082  0.0493048402  11.2715888914
 15.1244779363 -1.3810420586  9.1242697367
 12.5775115685 -1.1742827557  8.4846503184
 10.9816698410  0.3994280292  9.6582489198
 11.8052057569 -2.6629233702  6.5244958928
 6.4127268916 -9.5430168713 -5.1173744681
 6.0843796605 -7.8069885284 -7.3394892880
 6.5165467874 -5.5380481944 -7.3578259174
 3.9804458661 -11.0335173512 -4.4517541393
 1.7127567709 -9.4919446960 -3.6695045869
 0.4241384276 -7.9257561355 -5.3645576397
 0.7912799909 -9.6844436569 -1.1970066712
-1.6381137378 -6.4830459369 -4.6058005817
-1.2842890193 -8.2846135300 -0.3889239731
-2.4784844380 -6.6614882866 -2.1048189630
-4.5263810514 -5.3870713201 -1.2771846745
 5.3739504551 -9.0211793606 -9.5275010762
 4.6018402795 -7.5883406848 -11.7583539223
 7.7625697286  9.6204200206 -5.1146308187
 5.5809560116  10.3318950829 -3.4245261699
 4.7372644983  12.4694815966 -3.2748040070
 4.5846188226  8.3677909778 -2.0011716663
 2.0935538905  8.5362426057 -0.7876093232
 2.2282130944  7.2896469927  1.7917820118
 3.1174861209  5.1782797673  2.1806222863
 0.0650267429  7.1475808044 -2.3248213230
-0.4376776492  8.4837773260 -4.7937076842
-1.9093842472  10.2403007296 -5.0414460808
 0.8343901294  7.5282073101 -6.8698554093
 1.1912243710  8.7100223258  3.6775194696
 0.9400764599  7.6547722030  6.2104865682
 5.0480440697 -3.5498318091 -1.7579618712
 4.5547866193 -0.8113014203 -1.5803035689
 5.0312314925  0.9608079155 -3.7666281841
 4.7774248309  3.2394438152 -3.5285919197
 3.6414155320  0.2370129498  0.4670392401
 2.6886605846 -1.2059658972  2.5595407587
 3.1308563678  0.0518354382  5.0839179994
 5.8122418844 -0.3041575322  6.0534316225
 7.2153618984 -1.8909380717  5.0208581633
 6.5298899783  1.0230317195  7.8970704160
-0.5926357693 -1.5528751629  2.0155444982
-1.1053980986 -1.2570695745 -0.1794471508
-11.7825391592 -4.5513668246  7.8128673531
-1.7565857532 -2.0822557565  3.9324657293
-10.1884632652 -12.6346778245  5.0928171168
-9.0909295268 -11.1142033428  7.8536887303
-10.5690395450 -7.9263395660  4.6113940467
-8.4172672752 -9.2155945683  2.3544310151
-7.0554215107 -6.5243965144  7.4068159609
-4.7368059781 -7.9647528972  5.3222916521
-6.6100569153 -5.0504295141  1.8997987588
-8.1564254554 -3.4661180731  4.2036708084
-4.8824737130 -3.6507661761  4.1663203668
-4.9394349256  9.6185522828  2.4284291838
-4.7023890474  10.6535099399 -0.7693432306
-6.6709174736  7.8673956562 -4.2522656426
-5.6803380931  5.1404383071  3.3287521990
-7.0915133376  3.4443226547 -5.7759703936
-6.0000321233  0.7545149861  1.8113101131
-8.1556661009 -1.5425323853 -2.0170848037
-14.7824625686 -0.4652585378  0.0388695439
-12.2586838311  1.2407754910 -1.4465939441
 4.3210283518  2.5361602107 -8.7891645597
 18.1586089649 -0.2017731206  11.3562987383
 15.7314457614  2.1109474263  11.0282669599
 16.0386230422 -3.0180438946  8.7096779429
 8.9547718704  0.7014778283  8.8503617989
 11.4462195617  1.2468472766  11.2946136903
 13.1105949822 -3.2884419522  5.2859031755
 9.8468388772 -2.4324348291  5.8534808240
 3.4740203936 -12.3075837077 -6.0484319872
 4.4908577131 -12.3752837699 -2.9021063275
 1.0375398837 -7.7963625072 -7.3159918583
 1.7146065742 -10.9245325599  0.1540599890
-2.6054340589 -5.2300974230 -5.9166432605
-1.9551942964 -8.4006227754  1.5430716581
-4.6331658961 -3.5827153507 -1.9744361498
 7.9705325639 -10.8999072091 -5.5132280846
 5.4819084358 -5.6717684988 -11.7300947341
 8.6177401381  7.7981168079 -4.6451148559
 0.6371918635  5.1405102475 -2.6395594843
-1.7642604919  7.0592909664 -1.2578556486
 2.1658140811  6.2225133906 -6.6134828541
 0.7461929097  8.4101573203 -8.5312684686
 1.5742019531  10.6355276517 -0.6541176536
-0.6244510848  6.2619305840  6.3007867802
 0.5636873628  9.1807399288  7.5881468312
 6.1498971631 -4.1466152526 -3.4308144819
 6.1136679458 -4.2252378897 -0.0683885472
 3.2394886191 -4.6411896536 -1.7940988302
 3.4686483239  2.1984658942  0.5648444931
 3.4320827406 -3.1744808711  2.6086545767
 1.8074212027 -0.8398991568  6.4833736336
 2.6541502505  2.1069010133  5.0694435340
-11.6286855436 -3.2403414588  6.5763811664
-13.4335519980 -5.2222501375  7.6958258080
 15.3002281896 -0.5410717491  13.1275949257
-6.9079012207 -12.3915369032  5.6610940788
 7.0716533996  9.5499178854 -7.0764383545
 5.2425067624 -8.5676653982 -13.4931645155
 9.2309015818  11.0966299855 -5.0241048742
 7.4197349525  3.2941143700 -7.6142141407
 5.9039477138 -1.8983575045 -6.3645188368
 2.7110115505  6.6648767130  6.7810843046
 7.0259337970 -8.4013642144 -3.4462815396
 4.9146088509 -10.8728276213 -9.5002775914
 0.4162806118  10.4294449055  3.3426531972
 5.2140569111  6.5706761496 -2.2422897125
-12.6113480337  2.4496939677  3.9018513989
 2.5266626668 -7.3464451254 -11.8580506373
-7.6815596056  10.4984419401  0.7424587205
-14.3147051038  6.3982085865  2.7841345692
 6.9985040288  0.6667761660 -9.7442098854

gradient_Eh_per_bohr:
-0.0020904503 -0.0080755018  0.0016515139
 0.0005417344 -0.0005008344  0.0001518779
 0.0013642868  0.0011766531 -0.0000063247
 0.0009362290  0.0011195618 -0.0020975340
 0.0012560917  0.0160283038  0.0052561051
-0.0014078853 -0.0014196914 -0.0007475833
-0.0002636991 -0.0012012774  0.0011424152
-0.0008805713 -0.0001129175 -0.0010058010
-0.0008992082 -0.0014691087 -0.0020003862
 0.0000075897 -0.0021128820 -0.0005829716
 0.0016367562 -0.0000533807  0.0001683222
 0.0033118825  0.0000316237 -0.0005754663
-0.0015040212 -0.0037661669 -0.0081192689
-0.0016204806  0.0046663871  0.0014616877
-0.0010444240 -0.0006444480  0.0005474688
-0.0002357017  0.0007431138 -0.0005775745
 0.0042304866 -0.0000487426  0.0054919754
 0.0029999468 -0.0008151314 -0.0099138905
-0.0064493711  0.0041190026  0.0018458097
-0.0004348886  0.0006445323  0.0034481594
-0.0000223474  0.0037636370  0.0007469930
-0.0131879933 -0.0028801985 -0.0073484950
-0.0010828784 -0.0010488935  0.0004866670
 0.0021586731  0.0019086354  0.0024117467
 0.0024693439  0.0015318500  0.0016859205
 0.0015025876 -0.0022922514 -0.0006874562
 0.0057157022 -0.0023083584 -0.0112966455
 0.0000080113 -0.0017033767  0.0062657009
 0.0047841114  0.0043245986 -0.0003697860
-0.0008218778  0.0012868721 -0.0007101409
-0.0027707385  0.0000215041 -0.0002906847
-0.0010034398 -0.0021057983 -0.0000317080
-0.0006508571 -0.0022409789 -0.0011709187
-0.0012615732  0.0003468483 -0.0000361775
-0.0009618652 -0.0002931302  0.0011258022
-0.0016424907 -0.0010157519  0.0000820529
-0.0010246065 -0.0035209360  0.0011711717
 0.0018875529  0.0010079936  0.0030033199
-0.0039096962 -0.0033800210  0.0025743345
 0.0040428529 -0.0034795301 -0.0015594259
 0.0058170666 -0.0075701979 -0.0042386665
-0.0028052293  0.0105832158  0.0003734965
 0.0025589021  0.0033645043 -0.0020243358
-0.0067612225 -0.0162747997  0.0174738845
-0.0046545809  0.0118273327 -0.0062227771
 0.0062653636 -0.0152609030  0.0015642327
 0.0021447587  0.0028620676 -0.0000601271
 0.0094821221 -0.0096058339  0.0023215139
-0.0079447064  0.0092924645 -0.0027176951
-0.0023713528 -0.0009377469 -0.0011550647
 0.0013181584  0.0000475620 -0.0012226128
-0.0008258413 -0.0002623499 -0.0054975411
 0.0004499836  0.0022570859 -0.0011144177
 0.0042794821 -0.0031336937 -0.0032720789
-0.0014586518  0.0071360683  0.0029782740
-0.0011593655 -0.0077993219 -0.0006864442
-0.0015611125  0.0057346764  0.0032033501
 0.0064521540  0.0002706985 -0.0017533843
 0.0000726923  0.0007188268 -0.0029700097
 0.0028608027 -0.0033333866 -0.0000924254
-0.0011219231  0.0064439740  0.0081146308
 0.0013474208 -0.0019104063 -0.0026390997
-0.0111121320 -0.0015913868 -0.0105226670
-0.0018290281  0.0004615368  0.0114577153
-0.0028970645  0.0021752861 -0.0009026657
-0.0043810995  0.0020140476 -0.0026501469
-0.0003049364 -0.0003869893 -0.0000852574
-0.0001247237 -0.0000817999  0.0004180226
-0.0019411023  0.0015279709  0.0010457733
 0.0009185197 -0.0006935279 -0.0016598626
-0.0013687563  0.0005690572  0.0037558787
 0.0023828216 -0.0013378916 -0.0010818664
 0.0013218689 -0.0014088972 -0.0018145234
-0.0010554712  0.0017145083  0.0004866670
 0.0012348406 -0.0012212635  0.0018480023
-0.0001878867 -0.0008564530  0.0000279131
 0.0008434662  0.0001831642 -0.0004222391
 0.0001032196 -0.0021157493  0.0004869200
-0.0003980365 -0.0013057619 -0.0020743433
-0.0000971479 -0.0007996148  0.0002222089
 0.0000982442  0.0001318917 -0.0003678464
-0.0032578271 -0.0029497705 -0.0008041686
-0.0022683018 -0.0015687021  0.0001947174
 0.0002152939  0.0022410633 -0.0025288807
-0.0016190470  0.0005686355 -0.0007669791
 0.0033107862 -0.0017603837 -0.0012203359
 0.0003724845  0.0029394823  0.0007575342
 0.0006828180 -0.0017430961 -0.0019386568
 0.0002145349  0.0005467098  0.0006438577
 0.0026737593  0.0007771830  0.0030524842
 0.0055052152  0.0006031264 -0.0000150950
-0.0004159144 -0.0004240100  0.0012726204
 0.0015322717 -0.0030214508 -0.0016910646
 0.0011711717 -0.0017048947  0.0007848570
-0.0015684491  0.0002966721  0.0018745662
-0.0015180199  0.0012575253 -0.0001789477
-0.0003560402 -0.0002857935  0.0006658678
 0.0004213115  0.0006935279 -0.0003152246
-0.0018280161  0.0046396545 -0.0010314373
 0.0006721082 -0.0018641093 -0.0019464151
 0.0020746807  0.0032201317  0.0007550886
-0.0013602390 -0.0000033732  0.0002016324
 0.0021631426 -0.0008013857 -0.0012959797
-0.0023278386  0.0016696448 -0.0000953770
-0.0010694700  0.0022736146  0.0012146858
 0.0007707740  0.0006652774  0.0004956060
-0.0013311452  0.0062582799  0.0002123423
-0.0015699671 -0.0006287627  0.0003217180
-0.0008746682  0.0026318474  0.0005561547
 0.0018634346 -0.0012920162 -0.0025330972
 0.0009495531  0.0005947778  0.0028045547
-0.0025680941 -0.0004612838  0.0014985398
 0.0050914090 -0.0030224628 -0.0033532041
 0.0041036546 -0.0004428999  0.0001077734
-0.0005179534 -0.0036161443 -0.0002378099
 0.0000274915  0.0018455567 -0.0003608470
-0.0020073855 -0.0027167674  0.0056338180
 0.0005834776 -0.0019517279  0.0014904441
 0.0009521673  0.0007383070  0.0027812797
-0.0001187363 -0.0002407615  0.0002150409
-0.0022910708  0.0003428005  0.0002655544
 0.0003104178 -0.0013378916 -0.0014902755
 0.0000371051  0.0016073252  0.0002797218
 0.0017811288  0.0021240136  0.0002683373
-0.0016057229  0.0006979974  0.0006537243
 0.0027739430 -0.0008658979  0.0006355090
 0.0011048041  0.0029576975  0.0020919683
 0.0011938564 -0.0010596034  0.0019623534
-0.0008949074  0.0032477076 -0.0017031238
 0.0003817608  0.0006496764 -0.0028606340
-0.0003115984  0.0026090783  0.0020910406
-0.0015009010  0.0001631781 -0.0011085990
 0.0005530345  0.0008197696  0.0008934738
 0.0017156046 -0.0012969073  0.0022598688
 0.0007090446 -0.0022831438 -0.0015783157

====================================================================================================
image 3/9
group_index = 2
combo_index = 0
gid         = 14
relax_tag   = 2of7
file_step   = 2
k_in_file   = 0
select_rank = 0
energy      = -1.1947341530091580

geometry_bohr:
-8.7072948543 -11.3891959404  5.8350468784
-8.7220109604 -8.8606147395  4.3981863069
-6.7212689756 -7.0222503270  5.4400555110
-6.6796079991 -4.6281648265  3.8694192803
-5.8478879126  9.5466564134  0.5746203227
-6.1823265370  6.8547472923 -0.3315714955
-6.4984800993  6.3210272664 -2.9114415137
-6.1147648453  4.8289035003  1.3621430724
-6.7388826437  3.8545809946 -3.7884095453
-6.3343716609  2.3328997428  0.5429085920
-6.6648095920  1.8755720807 -2.0338623102
-6.8755224399 -0.5257899735 -2.9448690378
-14.2941717200  4.9253005519  1.3029851431
-15.0065118259  5.2905750851 -0.8478697464
-13.4602303328  2.6165933953  2.1645944584
-13.0728265051  0.5081157808  0.4224667958
-11.2243291564 -1.4122782289  1.5882835317
-10.8685491817 -1.4761978787  3.9409548049
-10.0752844587 -2.8810601540  0.1520512233
 5.8328175367 -0.0101429979 -6.0038070466
 6.1415797125  1.7186340243 -8.1488694457
 16.0645503693  0.0493048361  11.2715888385
 15.0279224861 -1.6134401170  9.3507821288
 12.4554311699 -1.3744721756  8.7790250954
 10.9788904072  0.4345944213  9.7639852957
 11.5472181989 -3.0985137904  7.0947343092
 6.4127267608 -9.5430169687 -5.1173743701
 6.0787990247 -7.8165128744 -7.3492155689
 6.5304931241 -5.5542351460 -7.3869101683
 3.9608840038 -10.9851186333 -4.4206280315
 1.7306329771 -9.3910097289 -3.6195476483
 0.4009441231 -7.8696671754 -5.3306631643
 0.8779135963 -9.5266347723 -1.1173127967
-1.6437476053 -6.4105632953 -4.5512077523
-1.1717057957 -8.1004828838 -0.2870165979
-2.4047425205 -6.5377130390 -2.0261014151
-4.4185685763 -5.2150901240 -1.1482968826
 5.3431793396 -9.0316139469 -9.5317048408
 4.6018402873 -7.5883406072 -11.7583537964
 7.7625697256  9.6204200852 -5.1146309538
 5.5860599250  10.3217214939 -3.4100128046
 4.7517505933  12.4537822514 -3.2437977104
 4.5705258157  8.3478959185 -2.0146096462
 2.0935539068  8.5362427071 -0.7876091435
 2.2438513344  7.2928726471  1.8022167983
 3.1229517413  5.2025269345  2.2134239531
 0.0587852499  7.1077909964 -2.2935458407
-0.4012661659  8.4032938326 -4.8101442772
-1.8772980469  10.1295974126 -5.1193910531
 0.8955070553  7.3916172913 -6.8416948608
